area_type,Available month,Available status,availability,location,Sizes,bath,balcony,price,Total_Sqft
Super built-up  Area, ,Ready To Move,Ready To Move,Someshwara Layout,4 BHK,4,3,169.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kacharakanahalli,2 BHK,2,1,60.00,1256.00
Super built-up  Area, ,Ready To Move,Ready To Move,7th Phase JP Nagar,2 BHK,2,2,44.00,1100.00
Plot  Area, ,Ready To Move,Ready To Move,TC Palaya,4 BHK,3,3,302.00,4800.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kothanur,3 BHK,3,3,70.00,1435.00
Super built-up  Area, ,Ready To Move,Ready To Move,6th Phase JP Nagar,4 BHK,4,Not Provided,250.00,3245.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,3 BHK,4,1,110.00,1845.00
Plot  Area, ,Ready To Move,Ready To Move,Jigani,3 BHK,4,1,130.00,2400.00
Super built-up  Area,February,Scheduled dates,18-Feb,Ulsoor,2 BHK,2,0,60.00,1200.00
Super built-up  Area,August,Scheduled dates,18-Aug,Talaghattapura,3 BHK,3,2,170.00,2254.00
Super built-up  Area, ,Ready To Move,Ready To Move,Frazer Town,3 BHK,3,2,150.00,1750.00
Built-up  Area, ,Ready To Move,Ready To Move,Jalahalli West,2 BHK,2,1,37.00,1020.00
Built-up  Area, ,Ready To Move,Ready To Move,Bommanahalli,1 BHK,1,1,25.00,515.00
Super built-up  Area, ,Ready To Move,Ready To Move,Lingadheeranahalli,3 BHK,3,2,140.00,1893.00
Super built-up  Area, ,Ready To Move,Ready To Move,Vasanth nagar,3 BHK,3,0,500.00,3025.00
Built-up  Area, ,Ready To Move,Ready To Move,Suddaguntepalya,2 BHK,2,0,34.00,830.00
Built-up  Area, ,Ready To Move,Ready To Move,Singasandra,2 BHK,2,1,36.50,600.00
Super built-up  Area, ,Ready To Move,Ready To Move,Bisuvanahalli,3 BHK,2,1,90.00,1075.00
Plot  Area, ,Ready To Move,Ready To Move,Kathreguppe,4 BHK,4,2,1200.00,3200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kasavanhalli,2 BHK,2,1,78.00,1200.00
Super built-up  Area,October,Scheduled dates,19-Oct,Sarjapur  Road,2 BHK,2,2,77.65,1233.00
Super built-up  Area, ,Ready To Move,Ready To Move,Bannerghatta Road,2 BHK,2,2,65.26,1255.00
Super built-up  Area, ,Ready To Move,Ready To Move,Begur Road,2 BHK,2,2,37.80,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Varthur,3 BHK,3,2,175.00,2145.00
Built-up  Area, ,Ready To Move,Ready To Move,1st Phase JP Nagar,5 BHK,5,Not Provided,85.00,1500.00
Built-up  Area, ,Ready To Move,Ready To Move,Kothannur,2 BHK,2,1,34.00,740.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kengeri,3 BHK,3,3,48.00,1250.00
Super built-up  Area, ,Ready To Move,Ready To Move,Channasandra Layout,2 BHK,2,2,40.00,1210.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,3 BHK,2,2,60.00,1525.00
Built-up  Area, ,Ready To Move,Ready To Move,Kogilu,1 BHK,1,0,36.00,540.00
Super built-up  Area, ,Ready To Move,Ready To Move,Tumkur Road,3 BHK,2,1,84.00,1240.00
Super built-up  Area, ,Ready To Move,Ready To Move,Subramanyapura,3 BHK,2,1,68.00,1245.00
Plot  Area, ,Ready To Move,Ready To Move,HAL 3rd Stage,3 BHK,3,3,350.00,1865.00
Super built-up  Area,March,Scheduled dates,18-Mar,Hosa Road,2 BHK,2,0,36.43,1104.00
Super built-up  Area, ,Ready To Move,Ready To Move,Bisuvanahalli,3 BHK,2,1,35.99,1075.00
Built-up  Area,May,Scheduled dates,18-May,Nagavara,2 BHK,2,1,55.00,2200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Whitefield,2 BHK,2,1,60.00,1155.00
Super built-up  Area, ,Ready To Move,Ready To Move,Doctors Layout,2 BHK,2,3,62.00,1520.00
Super built-up  Area, ,Ready To Move,Ready To Move,Thigalarapalya,4 BHK,6,2,245.00,3122.00
Super built-up  Area, ,Ready To Move,Ready To Move,Harlur,2 BHK,2,1,85.00,1290.00
Built-up  Area, ,Ready To Move,Ready To Move,1st Block HRBR Layout,3 BHK,3,Not Provided,80.00,2300.00
Built-up  Area, ,Ready To Move,Ready To Move,Kannamangala,4 BHK,4,0,200.00,3000.00
Built-up  Area, ,Ready To Move,Ready To Move,Austin Town,1 BHK,1,0,14.00,400.00
Super built-up  Area, ,Ready To Move,Ready To Move,Banashankari,3 BHK,2,3,53.60,1340.00
Super built-up  Area, ,Ready To Move,Ready To Move,Malleshwaram,2 BHK,2,1,95.00,900.00
Plot  Area, ,Ready To Move,Ready To Move,Rajaji Nagar,6 BHK,4,Not Provided,324.00,1800.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hennur Road,2 BHK,2,1,49.00,987.00
Super built-up  Area, ,Ready To Move,Ready To Move,Old Madras Road,3 BHK,3,2,100.00,1720.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hebbal,2 BHK,2,1,50.00,1040.00
Built-up  Area, ,Ready To Move,Ready To Move,Anandapura,2 BHK,2,0,64.00,900.00
Built-up  Area, ,Ready To Move,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2,1,50.00,1030.00
Super built-up  Area, ,Ready To Move,Ready To Move,Neeladri Nagar,3 BHK,3,2,133.00,2556.00
Super built-up  Area, ,Ready To Move,Ready To Move,Basavangudi,3 BHK,3,1,168.00,1850.00
Plot  Area, ,Ready To Move,Ready To Move,Kaval Byrasandra,4 BHK,4,3,110.00,750.00
Super built-up  Area,April,Scheduled dates,18-Apr,Balagere,2 BHK,2,1,31.86,1028.00
Super built-up  Area, ,Ready To Move,Ready To Move,7th Phase JP Nagar,2 BHK,2,1,83.00,1270.00
Built-up  Area,March,Scheduled dates,18-Mar,Sahakara Nagar,3 BHK,3,1,115.00,1655.00
Built-up  Area, ,Ready To Move,Ready To Move,Electronics City Phase 1,2 BHK,2,1,40.00,940.00
Super built-up  Area, ,Ready To Move,Ready To Move,Domlur,2 BHK,2,2,85.00,1050.00
Plot  Area, ,Ready To Move,Ready To Move,Rajagopala Nagar,4 BHK,4,1,40.00,600.00
Super built-up  Area,April,Scheduled dates,18-Apr,Vishwapriya Nagar,2 BHK,2,1,38.00,946.00
Built-up  Area, ,Ready To Move,Ready To Move,CV Raman Nagar,3 BHK,3,3,145.00,1726.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sarakki Nagar,3 BHK,4,3,253.00,2121.00
Super built-up  Area, ,Ready To Move,Ready To Move,Vittasandra,2 BHK,2,1,75.00,1404.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sarjapur,3 BHK,2,2,48.00,1525.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kengeri,2 BHK,2,2,57.00,1025.00
Plot  Area, ,Ready To Move,Ready To Move,Bahubali Nagar,5 BHK,4,0,150.00,1575.00
Built-up  Area, ,Ready To Move,Ready To Move,RMV 2nd Stage,2 BHK,1,1,43.00,860.00
Super built-up  Area, ,Ready To Move,Ready To Move,Talaghattapura,3 BHK,2,1,42.81,1223.00
Super built-up  Area, ,Ready To Move,Ready To Move,Lottegolla Halli,4 BHK,3,Not Provided,550.00,3750.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kothannur,2 BHK,2,1,47.80,1197.00
Super built-up  Area, ,Ready To Move,Ready To Move,Garudachar Palya,2 BHK,2,1,52.75,1150.00
Built-up  Area, ,Ready To Move,Ready To Move,Kodbisanhalli,4 BHK,5,3,629.00,4800.00
Super built-up  Area, ,Ready To Move,Ready To Move,R.T. Nagar,2 BHK,2,2,46.00,1040.00
Super built-up  Area,May,Scheduled dates,18-May,Banashankari,2 BHK,2,2,80.00,1310.00
Super built-up  Area, ,Ready To Move,Ready To Move,Uttarahalli,3 BHK,3,2,98.34,1788.00
Super built-up  Area, ,Ready To Move,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2,2,38.55,1144.00
Super built-up  Area,July,Scheduled dates,18-Jul,Anjanapura,2 BHK,2,2,39.00,1070.00
Super built-up  Area, ,Ready To Move,Ready To Move,Nandini Layout,2 BHK,2,2,70.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Ambedkar Nagar,3 BHK,3,2,120.00,1862.00
Plot  Area, ,Ready To Move,Ready To Move,Margondanahalli,2 BHK,2,1,58.50,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Begur Road,2 BHK,2,2,27.00,970.00
Super built-up  Area,March,Scheduled dates,19-Mar,Kasavanhalli,3 BHK,3,2,79.50,1646.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,4 BHK,4,2,242.00,4395.00
Plot  Area, ,Ready To Move,Ready To Move,Vibhutipura Extension,5 BHK,4,1,100.00,1200.00
Super built-up  Area,December,Scheduled dates,18-Dec,Iblur Village,3 BHK,3,2,135.00,1995.00
Plot  Area, ,Ready To Move,Ready To Move,1st Block Jayanagar,4 BHK,4,2,450.00,2400.00
Super built-up  Area,December,Scheduled dates,18-Dec,Hosakerehalli,2 BHK,2,1,47.74,1085.00
Super built-up  Area, ,Ready To Move,Ready To Move,Budigere,2 BHK,2,2,56.80,1139.00
Super built-up  Area, ,Ready To Move,Ready To Move,Haralur Road,2 BHK,2,2,44.00,1092.00
Super built-up  Area, ,Ready To Move,Ready To Move,Pattandur Agrahara,3 BHK,3,2,98.00,1767.00
Built-up  Area, ,Ready To Move,Ready To Move,HMT Layout,3 BHK,3,Not Provided,80.00,1700.00
Super built-up  Area, ,Ready To Move,Ready To Move,Bellandur,3 BHK,3,2,88.00,1692.00
Built-up  Area, ,Ready To Move,Ready To Move,6th Phase JP Nagar,3 BHK,3,3,100.00,1645.00
Super built-up  Area, ,Ready To Move,Ready To Move,Uttarahalli,3 BHK,2,1,57.00,1345.00
Super built-up  Area, ,Ready To Move,Ready To Move,Basapura,2 BHK,2,1,60.00,1100.00
Super built-up  Area, ,Ready To Move,Ready To Move,Gollarapalya Hosahalli,3 BHK,3,3,62.00,1408.00
Plot  Area, ,Ready To Move,Ready To Move,Banashankari Stage III,4 BHK,4,1,240.00,2400.00
Plot  Area, ,Ready To Move,Ready To Move,Kadugodi,4 BHK,4,2,200.00,1920.00
Plot  Area, ,Ready To Move,Ready To Move,Bileshivale,5 BHK,4,Not Provided,170.00,6040.00
Super built-up  Area, ,Ready To Move,Ready To Move,Thigalarapalya,3 BHK,4,2,150.00,2072.00
Super built-up  Area, ,Ready To Move,Ready To Move,Malleshwaram,2 BHK,2,1,158.00,1420.00
Plot  Area, ,Ready To Move,Ready To Move,Electronics City Phase 1,3 BHK,3,2,137.00,2040.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,3 BHK,3,2,56.00,1220.00
Plot  Area, ,Ready To Move,Ready To Move,8th Phase JP Nagar,4 BHK,4,2,145.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,B Channasandra,2 BHK,2,1,79.00,1300.00
Super built-up  Area,August,Scheduled dates,21-Aug,Electronics City Phase 1,2 BHK,2,2,39.00,1150.00
Super built-up  Area, ,Ready To Move,Ready To Move,KR Puram,2 BHK,2,2,86.00,1470.00
Super built-up  Area,May,Scheduled dates,18-May,Hosa Road,2 BHK,2,1,31.90,1063.00
Super built-up  Area, ,Ready To Move,Ready To Move,Harappanahalli,2 BHK,2,2,48.00,1311.00
Super built-up  Area, ,Ready To Move,Ready To Move,Dollars Colony,4 BHK,4,3,350.00,3500.00
Plot  Area, ,Ready To Move,Ready To Move,Nagarbhavi,4 BHK,2,1,100.00,600.00
Super built-up  Area, ,Ready To Move,Ready To Move,Arehalli,3 BHK,2,2,55.00,1400.00
Built-up  Area,March,Scheduled dates,16-Mar,Kanakpura Road,2 BHK,2,0,62.00,2200.00
Built-up  Area, ,Ready To Move,Ready To Move,Vidyaranyapura,2 BHK,2,2,55.00,1060.00
Built-up  Area, ,Ready To Move,Ready To Move,Cambridge  road,3 BHK,2,0,110.00,1000.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sector 7 HSR Layout,3 BHK,3,2,145.00,1760.00
Super built-up  Area, ,Ready To Move,Ready To Move,Whitefield,3 BHK,3,3,92.00,2010.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kanakpura Road,3 BHK,2,2,64.23,1480.00
Super built-up  Area,June,Scheduled dates,18-Jun,8th Phase JP Nagar,3 BHK,2,2,43.50,1230.00
Super built-up  Area, ,Ready To Move,Ready To Move,Gottigere,3 BHK,3,3,65.00,1300.00
Plot  Area, ,Ready To Move,Ready To Move,Vajarahalli,4 BHK,4,0,120.00,800.00
Super built-up  Area, ,Ready To Move,Ready To Move,Frazer Town,4 BHK,6,2,385.00,4850.00
Super built-up  Area, ,Ready To Move,Ready To Move,Singasandra,2 BHK,2,1,52.00,1100.00
Super built-up  Area, ,Ready To Move,Ready To Move,Harlur,3 BHK,3,2,116.00,1752.12
Super built-up  Area, ,Ready To Move,Ready To Move,Marathahalli,2 BHK,2,1,46.90,957.00
Super built-up  Area,January,Scheduled dates,20-Jan,Balagere,1 BHK,1,0,41.90,790.50
Built-up  Area, ,Ready To Move,Ready To Move,Hennur Gardens,3 BHK,3,2,102.00,1942.00
Built-up  Area, ,Ready To Move,Ready To Move,Ashirvad Colony,2 BHK,2,2,53.00,1000.00
Super built-up  Area, ,Ready To Move,Ready To Move,Yeshwanthpur,1 BHK,1,1,36.85,668.00
Plot  Area, ,Ready To Move,Ready To Move,Cholanayakanahalli,5 BHK,6,3,1000.00,3000.00
Plot  Area, ,Ready To Move,Ready To Move,Nagarbhavi,3 BHK,2,1,80.00,600.00
Super built-up  Area, ,Ready To Move,Ready To Move,Uttarahalli,2 BHK,2,1,43.55,1089.00
Super built-up  Area, ,Ready To Move,Ready To Move,Thanisandra,3 BHK,3,3,90.00,1800.00
Super built-up  Area, ,Ready To Move,Ready To Move,Yelahanka New Town,1 BHK,2,1,18.00,960.00
Super built-up  Area, ,Ready To Move,Ready To Move,Yelahanka,2 BHK,2,3,39.35,1036.00
Super built-up  Area, ,Ready To Move,Ready To Move,Marathahalli,3 BHK,3,3,105.00,1583.00
Built-up  Area, ,Ready To Move,Ready To Move,7th Phase JP Nagar,4 BHK,4,0,150.00,3300.00
Super built-up  Area, ,Ready To Move,Ready To Move,Padmanabhanagar,2 BHK,2,2,65.00,1100.00
Plot  Area, ,Ready To Move,Ready To Move,Thyagaraja Nagar,1 BHK,1,1,100.00,800.00
Super built-up  Area, ,Ready To Move,Ready To Move,Vittasandra,2 BHK,2,1,65.00,1246.00
Super built-up  Area, ,Ready To Move,Ready To Move,Dodda Nekkundi,2 BHK,2,3,28.00,850.00
Super built-up  Area, ,Ready To Move,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2,2,51.51,1196.00
Super built-up  Area, ,Ready To Move,Ready To Move,Thanisandra,3 BHK,3,2,114.00,1697.00
Built-up  Area, ,Ready To Move,Ready To Move,TC Palaya,2 BHK,2,0,64.00,1000.00
Super built-up  Area, ,Ready To Move,Ready To Move,HRBR Layout,3 BHK,3,3,90.00,1567.00
Plot  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,4 BHK,6,3,290.00,3750.00
Super built-up  Area, ,Ready To Move,Ready To Move,Veerannapalya,2 BHK,2,2,45.00,950.00
Super built-up  Area, ,Ready To Move,Ready To Move,Howthinarayanappa Garden,2 BHK,2,2,52.00,1022.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kammasandra,2 BHK,2,0,23.45,1018.00
Plot  Area, ,Ready To Move,Ready To Move,Basavanagara,4 BHK,3,2,25.00,2000.00
Super built-up  Area, ,Ready To Move,Ready To Move,Bharathi Nagar,2 BHK,2,2,68.00,1322.00
Plot  Area, ,Ready To Move,Ready To Move,Marsur,4 BHK,4,2,145.00,1800.00
Super built-up  Area, ,Ready To Move,Ready To Move,Doddakallasandra,3 BHK,2,2,58.39,1460.00
Super built-up  Area,May,Scheduled dates,18-May,SRINIVASAPURA,2 BHK,2,1,44.55,990.00
Built-up  Area, ,Ready To Move,Ready To Move,Cambridge Layout,3 BHK,3,1,260.00,2400.00
Super built-up  Area, ,Ready To Move,Ready To Move,Whitefield,3 BHK,2,2,85.00,1635.00
Super built-up  Area, ,Ready To Move,Ready To Move,Rajaji Nagar,4 BHK,4,1,558.00,3526.00
Built-up  Area, ,Ready To Move,Ready To Move,Padmanabhanagar,4 BHK,3,1,210.00,3400.00
Built-up  Area, ,Ready To Move,Ready To Move,Ramakrishnappa Layout,3 BHK,3,1,460.00,2770.00
Super built-up  Area, ,Ready To Move,Ready To Move,EPIP Zone,4 BHK,5,0,200.00,3035.00
Super built-up  Area, ,Ready To Move,Ready To Move,Maragondanahalli,3 BHK,3,2,85.00,1533.00
Super built-up  Area, ,Ready To Move,Ready To Move,Akshaya Nagar,3 BHK,3,1,134.00,1720.00
Super built-up  Area, ,Ready To Move,Ready To Move,Frazer Town,3 BHK,3,1,200.00,2000.00
Super built-up  Area,August,Scheduled dates,18-Aug,Yeshwanthpur,2 BHK,2,2,75.84,1185.00
Super built-up  Area,December,Scheduled dates,19-Dec,Varthur Road,2 BHK,2,1,27.00,900.00
Built-up  Area, ,Ready To Move,Ready To Move,Attibele,1 BHK,1,1,10.25,395.00
Super built-up  Area, ,Ready To Move,Ready To Move,Electronic City Phase II,2 BHK,2,1,56.35,1031.00
Plot  Area, ,Ready To Move,Ready To Move,3rd Block Banashankari,6 BHK,8,2,650.00,2400.00
Super built-up  Area, ,Ready To Move,Ready To Move,Thanisandra,4 BHK,4,2,240.00,2650.00
Plot  Area, ,Ready To Move,Ready To Move,Basaveshwara Nagar,5 BHK,5,1,415.00,2400.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hennur,2 BHK,2,2,57.00,1259.00
Built-up  Area, ,Ready To Move,Ready To Move,Raja Rajeshwari Nagar,3 BHK,3,2,88.00,1570.00
Built-up  Area, ,Ready To Move,Ready To Move,Bisuvanahalli,3 BHK,2,1,36.00,1075.00
Super built-up  Area,May,Scheduled dates,18-May,Whitefield,2 BHK,2,1,79.00,1216.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,3 BHK,2,2,66.00,1428.00
Super built-up  Area, ,Ready To Move,Ready To Move,Begur Road,2 BHK,2,2,40.59,1160.00
Plot  Area,February,Scheduled dates,18-Feb, ittamadu,3 BHK,2,1,110.00,600.00
Super built-up  Area, ,Ready To Move,Ready To Move,Doddakannelli,3 BHK,3,2,70.00,1475.00
Super built-up  Area, ,Ready To Move,Ready To Move,Harlur,3 BHK,3,2,135.00,1754.00
Super built-up  Area,February,Scheduled dates,18-Feb,Rayasandra,3 BHK,3,1,83.00,1639.00
Super built-up  Area,March,Scheduled dates,19-Mar,Hennur Road,3 BHK,3,2,102.00,1804.00
Plot  Area,August,Scheduled dates,18-Aug,Whitefield,3 BHK,3,2,56.20,1200.00
Built-up  Area, ,Ready To Move,Ready To Move,Anand Nagar,2 BHK,2,3,55.00,1135.00
Super built-up  Area, ,Ready To Move,Ready To Move,Begur Road,2 BHK,2,2,46.62,1260.00
Plot  Area, ,Ready To Move,Ready To Move,Peenya,5 BHK,5,1,110.00,1440.00
Built-up  Area, ,Ready To Move,Ready To Move,Hennur Road,3 BHK,3,2,160.00,2160.00
Plot  Area, ,Ready To Move,Ready To Move,Rayasandra,7 BHK,6,Not Provided,85.00,700.00
Super built-up  Area, ,Ready To Move,Ready To Move,Rachenahalli,2 BHK,2,2,59.50,1220.00
Plot  Area, ,Ready To Move,Ready To Move,Margondanahalli,2 BHK,2,0,67.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Yelahanka,2 BHK,2,3,65.00,1300.00
Super built-up  Area, ,Ready To Move,Ready To Move,Cox Town,1 BHK,1,1,29.00,605.00
Plot  Area, ,Ready To Move,Ready To Move,Vijayanagar,6 BHK,4,1,210.00,1230.00
Super built-up  Area,April,Scheduled dates,18-Apr,Bhoganhalli,2 BHK,2,1,75.97,1444.00
Built-up  Area, ,Ready To Move,Ready To Move,Amruthahalli,2 BHK,2,1,45.00,924.00
Super built-up  Area,November,Scheduled dates,18-Nov,Kaikondrahalli,2 BHK,2,1,30.00,1000.00
Plot  Area, ,Ready To Move,Ready To Move,Vishveshwarya Layout,4 BHK,4,0,95.00,600.00
Plot  Area, ,Ready To Move,Ready To Move,Patelappa Layout,3 BHK,3,3,225.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Bisuvanahalli,2 BHK,2,1,29.00,845.00
Super built-up  Area,December,Scheduled dates,21-Dec,Kanakpura Road,2 BHK,2,1,35.00,700.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kothanur,2 BHK,2,2,58.00,1187.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kaggadasapura,3 BHK,3,2,55.00,1625.00
Plot  Area, ,Ready To Move,Ready To Move, Devarachikkanahalli,2 BHK,2,2,83.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Pulkeshi Nagar,2 BHK,2,3,110.00,1452.55
Built-up  Area, ,Ready To Move,Ready To Move,"Thanisandra Main Road, ",3 BHK,3,2,151.00,2357.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kaval Byrasandra,2 BHK,2,1,49.50,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Budigere,2 BHK,2,2,56.85,1139.00
Built-up  Area, ,Ready To Move,Ready To Move,Basavangudi,1 BHK,1,0,97.50,600.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kanakpura Road,3 BHK,3,3,75.00,1660.00
Super built-up  Area, ,Ready To Move,Ready To Move,Jayanagar,2 BHK,2,3,105.00,1170.00
Super built-up  Area, ,Ready To Move,Ready To Move,Somasundara Palya,2 BHK,2,2,68.00,1448.00
Super built-up  Area,May,Scheduled dates,18-May,Kadugodi,3 BHK,3,3,110.00,1762.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kaggadasapura,2 BHK,2,1,38.65,1105.00
Super built-up  Area,March,Scheduled dates,18-Mar,Yelahanka,3 BHK,3,1,105.00,1825.00
Super built-up  Area,December,Scheduled dates,19-Dec, Bhoganhalli,1 RK,1,0,22.89,296.00
Plot  Area, ,Ready To Move,Ready To Move,Kumbalgodu,5 BHK,4,1,85.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Thanisandra,2 BHK,2,2,43.00,1185.00
Built-up  Area,August,Scheduled dates,18-Aug,Electronic City Phase II,3 BHK,2,1,38.12,1320.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hulimavu,2 BHK,2,1,48.00,1058.00
Super built-up  Area, ,Ready To Move,Ready To Move,Bellandur,2 BHK,2,2,60.00,1220.00
Super built-up  Area,August,Scheduled dates,18-Aug,Sarjapur,2 BHK,2,1,25.00,925.00
Super built-up  Area,May,Scheduled dates,18-May,Old Madras Road,2 BHK,2,1,72.00,1200.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kengeri,3 BHK,2,2,40.60,1160.00
Plot  Area, ,Ready To Move,Ready To Move,Kengeri Satellite Town,3 BHK,4,3,72.00,600.00
Super built-up  Area,July,Scheduled dates,18-Jul,banashankari stage iii sa,3 BHK,3,2,91.72,1411.00
Super built-up  Area, ,Ready To Move,Ready To Move,Bannerghatta Road,3 BHK,3,2,78.00,1550.00
Super built-up  Area, ,Ready To Move,Ready To Move,Green Glen Layout,4 BHK,4,3,230.00,3250.00
Super built-up  Area, ,Ready To Move,Ready To Move,Haralur Road,3 BHK,4,Not Provided,130.00,2475.00
Super built-up  Area,December,Scheduled dates,19-Dec,7th Phase JP Nagar,4 BHK,4,0,188.00,2503.00
Super built-up  Area, ,Ready To Move,Ready To Move,Marathahalli,4 BHK,5,2,190.00,2524.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kaggadasapura,2 BHK,2,2,42.00,1063.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kanakpura Road,2 BHK,2,1,37.70,1077.00
Super built-up  Area, ,Ready To Move,Ready To Move,Manayata Tech Park,2 BHK,3,2,44.00,1200.00
Built-up  Area, ,Ready To Move,Ready To Move,Hosakerehalli,4 BHK,3,2,70.00,1500.00
Super built-up  Area, ,Ready To Move,Ready To Move,Jalahalli,2 BHK,2,2,76.77,1045.00
Super built-up  Area, ,Ready To Move,Ready To Move,Kanakapura,3 BHK,2,3,45.15,1290.00
Super built-up  Area, ,Ready To Move,Ready To Move,Hoodi,2 BHK,2,1,78.00,1400.00
Built-up  Area, ,Ready To Move,Ready To Move,Begur Road,3 BHK,3,2,58.14,1600.00
Super built-up  Area, ,Ready To Move,Ready To Move,Jayanagar,3 BHK,3,3,375.00,3095.00
Super built-up  Area, ,Ready To Move,Ready To Move,Nagavara,3 BHK,2,1,58.00,1545.00
Super built-up  Area, ,Ready To Move,Ready To Move,Sarjapur  Road,3 BHK,3,1,112.00,1680.00
Built-up  Area, ,Ready To Move,Ready To Move,Amruthnagar,2 BHK,2,1,67.50,1350.00
Super built-up  Area, ,Ready To Move,Ready To Move,Gottigere,2 BHK,2,1,38.00,950.00
Super built-up  Area, ,Ready To Move,Ready To Move,Thanisandra,2 BHK,2,2,45.00,1050.00
